timestamp,CO2avg,CH4avg,C2H5OHavg,H2avg,NH3avg,NO2avg,CO2min,CH4min,C2H5OHmin,H2min,NH3min,NO2min,CO2max,CH4max,C2H5OHmax,H2max,NH3max,NO2max
237000,"421,62","23119,8","90,8","95,21","363,84",0,"416,38","23027,53","87,08","87,05","362,42",0,"428,95","23248,99","96,01","106,64","365,82",0
238500,"402,75","22787,63","77,4","65,83","358,74",0,"378,65","22363,18","60,27","28,28","352,24",0,"424,76","23175,17","93,03","100,11","364,69",0
240000,"443,63","23507,35","106,44","129,5","369,78",0,"433,15","23322,8","98,99","113,17","366,95",0,"475,07","24060,97","128,78","178,47","378,27",0
241500,"377,6","22344,73","59,52","29,37","351,95",0,"353,5","21920,28","42,4","28,28","345,44",0,"391,23","22584,63","69,2","47,87","355,63",0
243000,"400,66","22750,72","75,91","62,56","358,18",0,"378,65","22363,18","60,27","28,28","352,24",0,"428,95","23248,99","96,01","106,64","365,82",0
244500,"403,8","22806,08","78,14","67,46","359,03",0,"374,46","22289,36","57,29","21,75","351,1",0,"445,72","23544,25","107,93","132,76","370,35",0
246000,"403,8","22806,08","78,14","67,46","359,03",0,"395,42","22658,45","72,18","54,4","356,76",0,"420,57","23101,35","90,05","93,58","363,55",0
247500,"428,95","23248,99","96,01","106,64","365,82",0,"416,38","23027,53","87,08","87,05","362,42",0,"437,34","23396,62","101,97","119,7","368,08",0
249000,"417,43","23027,53","88,57","90,32","362,99",0,"412,19","22953,72","84,1","80,52","361,29",0,"424,76","23101,35","93,03","100,11","364,69",0
250500,"413,23","22972,17","84,84","82,15","361,57",0,"399,61","22732,27","75,16","60,93","357,89",0,"428,95","23248,99","96,01","106,64","365,82",0
252000,"402,75","22787,63","77,4","65,83","358,74",0,"391,23","22584,63","69,2","47,87","355,63",0,"416,38","23027,53","87,08","87,05","362,42",0
253500,"398,56","22713,81","74,42","59,3","357,61",0,"370,27","22215,54","54,31","15,22","349,97",0,"424,76","23175,17","93,03","100,11","364,69",0
255000,"383,89","22455,45","63,99","36,44","353,65",0,"366,07","22141,73","51,33","8,69","348,84",0,"399,61","22732,27","75,16","60,93","357,89",0
256500,"425,81","23193,62","93,78","101,74","364,97",0,"407,99","22879,9","81,12","73,99","360,16",0,"441,53","23470,44","104,95","126,23","369,21",0
258000,"434,19","23341,26","99,73","114,8","367,23",0,"428,95","23248,99","96,01","106,64","365,82",0,"445,72","23544,25","107,93","132,76","370,35",0
259500,"411,14","22842,99","78,14","67,46","359,03",0,"403,8","22510,81","66,23","41,34","354,5",0,"416,38","23027,53","87,08","87,05","362,42",0
261000,"402,75","22787,63","77,4","65,83","358,74",0,"395,42","22658,45","72,18","54,4","356,76",0,"407,99","22879,9","81,12","73,99","360,16",0
262500,"404,85","22824,54","78,88","69,09","359,31",0,"374,46","22289,36","57,29","21,75","351,1",0,"420,57","23101,35","90,05","93,58","363,55",0
264000,"410,09","22916,81","82,61","77,26","360,72",0,"387,03","22510,81","66,23","41,34","354,5",0,"433,15","23322,8","98,99","113,17","366,95",0
265500,"399,61","22732,27","75,16","60,93","357,61",0,"370,27","22215,54","54,31","15,22","353,37",0,"412,19","22953,72","84,1","80,52","361,29",0
267000,"434,19","23341,25","99,73","114,8","367,23",0,"407,99","22879,9","81,12","73,99","360,16",0,"458,3","23765,71","116,86","152,35","373,74",0
268500,"418,47","23064,44","88,57","90,32","362,99",0,"399,61","22732,27","75,16","60,93","357,89",0,"428,95","23248,99","96,01","106,64","365,82",0
270000,"380,75","22400,09","61,76","31,55","352,8",0,"361,88","22067,91","48,35","2,16","347,71",0,"407,99","22879,9","81,12","73,99","360,16",0
